displayName,parentRunId,status,createdTime,favorite,duration,createdBy,computeTarget,runType,tags
"mslearn-bike-automl","null","Completed","""2025-06-10T20:58:01.946Z""",false,"593.624s","Rhayssa Kramer Kramer Bezerra de Melo","Serverless","automl","{""pipeline_id_000"":""faf12f74cf9bbd358ca5525682c5030d36f7be7c;b76be6b5846772ee1128c4d415381c1e9fed455e;__AutoML_Ensemble__"",""score_000"":""0.09357675586470318;0.10033280524993721;0.09020014117399601"",""predicted_cost_000"":""0;0.5;0"",""fit_time_000"":""0.07354799999999999;0.030446;1"",""training_percent_000"":""100;100;100"",""iteration_000"":""0;1;2"",""run_preprocessor_000"":""MaxAbsScaler;MaxAbsScaler;"",""run_algorithm_000"":""LightGBM;RandomForest;VotingEnsemble""}"
